"filename","type","name","set","price","back_filename"
"img757.jpg","graded","Dragonite V #192/203 - CGC 10","Evolving Skies","750",""
"img740.jpg","graded","Dragonite #149 - PSA 9 - Graded","Game Boy Promo","800",""
"img758.jpg","graded","Gyarados Delta #024/052 - PSA 8","EX Holon Phantoms","190",""
"img760.jpg","graded","Mega Zygarde ex #117/080 - PSA 8","Mega Ultra Rare","140",""
"singles_2268.jpg","singles","Mega Dragonite ex #290 - Near Mint","Ascended Heroes","675","singles_2269.jpg"
"singles_2272.jpg","singles","Ninetales #13 - Lightly Played","Base Set 2","20","singles_2273.jpg"
"singles_2274.jpg","singles","Umbreon (Noctali) #22 - French - Reverse Holofoil - Lightly Played","Call of Legends","75","singles_2275.jpg"
"singles_2276.jpg","singles","Mega Floette ex #101 - Near Mint","Chaos Rising","4","singles_2277.jpg"
"singles_2278.jpg","singles","Frogadier #89 - Near Mint","Chaos Rising","7","singles_2279.jpg"
"singles_2280.jpg","singles","Tauros #96 - Near Mint","Chaos Rising","3","singles_2281.jpg"
"singles_2282.jpg","singles","Tauros #96 - Near Mint","Chaos Rising","3","singles_2283.jpg"
"singles_2284.jpg","singles","Lapras-GX #35 - Lightly Played","Sun & Moon","3","singles_2285.jpg"
"singles_2286.jpg","singles","Alolan Golem-GX #34 - Near Mint","Crimson Invasion","3","singles_2287.jpg"
"singles_2288.jpg","singles","Incineroar-GX #97 - Near Mint","Team Up","3","singles_2289.jpg"
"singles_2290.jpg","singles","Salazzle-GX #25 - Near Mint","Burning Shadows","2","singles_2291.jpg"
"singles_2292.jpg","singles","Salazzle-GX #SM63 - Near Mint","SM Black Star Promos","3","singles_2293.jpg"
"singles_2294.jpg","singles","Alolan Persian-GX #129 - Near Mint","Cosmic Eclipse","3","singles_2295.jpg"
"singles_2296.jpg","singles","Carracosta-GX #SM239 - Near Mint","SM Black Star Promos","2","singles_2297.jpg"
"singles_2300.jpg","singles","Alolan Muk-GX #84 - Lightly Played","Burning Shadows","2","singles_2301.jpg"
"singles_2304.jpg","singles","Kartana-GX #70 - Near Mint","Crimson Invasion","3","singles_2305.jpg"
"singles_2306.jpg","singles","Golisopod-GX #SM62 - Near Mint","SM Black Star Promos","2","singles_2307.jpg"
"singles_2308.jpg","singles","Cinderace #SV017 - Near Mint","Shining Fates Shiny Vault","7","singles_2309.jpg"
"singles_2310.jpg","singles","Rillaboom #SV006 - Near Mint","Shining Fates Shiny Vault","3","singles_2311.jpg"
"singles_2312.jpg","singles","Arrokuda #SV031 - Near Mint","Shining Fates Shiny Vault","2","singles_2313.jpg"
"singles_2314.jpg","singles","Gallade V #181 - Near Mint","Lost Origin","3","singles_2315.jpg"
"singles_2316.jpg","singles","Hisuian Zoroark V #SWSH297 - Near Mint","SWSH Black Star Promos","2","singles_2317.jpg"
"singles_2318.jpg","singles","Hisuian Zoroark V #SWSH297 - Near Mint","SWSH Black Star Promos","2","singles_2319.jpg"
"singles_2320.jpg","singles","Honchkrow V #161 - Near Mint","Brilliant Stars","2","singles_2321.jpg"
"singles_2322.jpg","singles","Honchkrow V #161 - Near Mint","Brilliant Stars","2","singles_2323.jpg"
"singles_2324.jpg","singles","Vikavolt V #180 - Near Mint","Darkness Ablaze","2","singles_2325.jpg"
"singles_2326.jpg","singles","Eternatus V #SWSH044 - Near Mint","SWSH Black Star Promos","3","singles_2327.jpg"
"singles_2328.jpg","singles","Stonjourner V #193 - Near Mint","Sword & Shield","3","singles_2329.jpg"
